id,region,country,subnat_region
163396,Colorado,Costa Rica,Colorado
163451,"Xaibuathong District,Khammoune Province",Lao People's Democratic Republic,"Xaibuathong District,Khammoune Province"
163482,Diomana,Mali,Diomana
163638,San Pedro Cholula,Mexico,San Pedro Cholula
163656,Hamilton,United States,Hamilton
163680,Beit Shemesh,Israel,Beit Shemesh
163700,Mwanamwinga,Kenya,Mwanamwinga
163720,Juhudi,Kenya,Juhudi
163724,Villa del Carbon,Mexico,Villa del Carbon
163738,Palakumi,Kenya,Palakumi
163739,Georgetown,Saint Vincent and the Grenadines,Georgetown
163766,Kingstown,Saint Vincent and the Grenadines,Kingstown
163775,Chaldybar village,Kyrgyzstan,Chaldybar village
163800,Mariani,Kenya,Mariani
163852,"Hueyapan, Morelos",Mexico,"Hueyapan, Morelos"
163871,"San Agustín Etla, Oaxaca",Mexico,"San Agustín Etla, Oaxaca"
163901,"Kantamal, Odisha",India,"Kantamal, Odisha"
163917,Kinarani,Kenya,Kinarani
163947,"North 24 Parganas, West Bengal",India,"North 24 Parganas, West Bengal"
163973,San Rafael Abajo,Costa Rica,San Rafael Abajo
164037,"KHAJURPADA, BALANGIR, ODISHA",India,"KHAJURPADA, BALANGIR, ODISHA"
164065,Cholok-Kayin village,Kyrgyzstan,Cholok-Kayin village
164113,Karuguuza,Uganda,Karuguuza
164139,Koshulush village,Kyrgyzstan,Koshulush village
164570,Kyr-Zhol village,Kyrgyzstan,Kyr-Zhol village
164632,Askaly village,Kyrgyzstan,Askaly village
164669,New Brunswick,United States,New Brunswick
164764,Kveda Shashvebi,Georgia,Kveda Shashvebi
164855,Mtisdziri,Georgia,Mtisdziri
164856,"Redhakhol, Odisha",India,"Redhakhol, Odisha"
164874,Owijiono,Uganda,Owijiono
164917,Predtechenka village,Kyrgyzstan,Predtechenka village
164956,Peapack,United States,Peapack
164976,Chechelevka,Ukraine,Chechelevka
165001,Chapay village,Kyrgyzstan,Chapay village
165023,Victoria,Colombia,Victoria
165118,Bukara village,Kyrgyzstan,Bukara village
165171,Nnewichi,Nigeria,Nnewichi
165249,Chuchuk village,Kyrgyzstan,Chuchuk village
165250,"San Ysidro, CA",United States,"San Ysidro, CA"
165279,Cotapampa,Bolivia,Cotapampa
165285,"Lemon Grove, CA",United States,"Lemon Grove, CA"
165288,Managua casa Martiz,Nicaragua,Managua casa Martiz
165298,Tacamara,Bolivia,Tacamara
165329,"Vista, CA",United States,"Vista, CA"
165330,"Oceanside, CA",United States,"Oceanside, CA"
165361,Ozubulu,Nigeria,Ozubulu
165412,Umudim,Nigeria,Umudim
165473,"Sindangan-Mandih, Sindangan, Zamboanga del Norte",Philippines,"Sindangan-Mandih, Sindangan, Zamboanga del Norte"
165595,Staten Island,United States,Staten Island
165740,"Tangub-Sumirap, Tangub City, Mindanao",Philippines,"Tangub-Sumirap, Tangub City, Mindanao"
165872,"Mariani, Haiti",Haiti,"Mariani, Haiti"
165873,Busheti,Georgia,Busheti
166060,Issyk-Kol village,Kyrgyzstan,Issyk-Kol village
166088,"Tangub-Silangit, Tangub City, Misamis Occidental",Philippines,"Tangub-Silangit, Tangub City, Misamis Occidental"
166106,Kizilajlo,Georgia,Kizilajlo
166160,"Tangub - Banglay, Misamis Occidental",Philippines,"Tangub - Banglay, Misamis Occidental"
166175,Tasma village,Kyrgyzstan,Tasma village
166360,Karatay village,Kyrgyzstan,Karatay village
166408,Huejotzingo,Mexico,Huejotzingo
166503,El Valerio San Jose del Rincon.,Mexico,El Valerio San Jose del Rincon.
166570,"Tangub-Malobog,TangubCity,Misamis Occidental",Philippines,"Tangub-Malobog,TangubCity,Misamis Occidental"
166646,"La Cienega, San Felipe del progreso",Mexico,"La Cienega, San Felipe del progreso"
166676,"Talibon,Bohol",Philippines,"Talibon,Bohol"
166722,"Kampot Province, Dorng Tung district",Cambodia,"Kampot Province, Dorng Tung district"
166747,Zitlaltepec de Trinidad,Mexico,Zitlaltepec de Trinidad
166750,Orto-Saz village,Kyrgyzstan,Orto-Saz village
166830,"La Loma, Tihuatlán",Mexico,"La Loma, Tihuatlán"
166903,Kum-Shoro village,Kyrgyzstan,Kum-Shoro village
166904,"Antigua Guatemala,Chimaltenango",Guatemala,"Antigua Guatemala,Chimaltenango"
167146,Ixtenco,Mexico,Ixtenco
167155,"Denton, Texas",United States,"Denton, Texas"
167362,"Guintomoyan,Jimenez,Misamis Occidental",Philippines,"Guintomoyan,Jimenez,Misamis Occidental"
167420,"Say village, Osh region",Kyrgyzstan,"Say village, Osh region"
167503,Boumou,Mali,Boumou
167553,Pagadian - Alegria ,Philippines,Pagadian - Alegria 
167569,"El Aguaje, Tezonapa Veracruz",Mexico,"El Aguaje, Tezonapa Veracruz"
167578,Elmwood Park,United States,Elmwood Park
167607,China Kicha,Costa Rica,China Kicha
167652,"Plan Juste, Ometepec",Mexico,"Plan Juste, Ometepec"
167663,"Orquieta-Ospital, Aloran",Philippines,"Orquieta-Ospital, Aloran"
167875,VENUSTIANO CARRANZA,Mexico,VENUSTIANO CARRANZA
168081,"5 de Mayo, Francisco Z. Mena",Mexico,"5 de Mayo, Francisco Z. Mena"
168091,Krowfofordo,Ghana,Krowfofordo
168184,Arsarvani,Georgia,Arsarvani
168260,Assin Krowfofordo,Ghana,Assin Krowfofordo
168318,Colonia Revolucionaria Veracruzana (Fidel Herrera ,Mexico,Colonia Revolucionaria Veracruzana (Fidel Herrera 
168336,"Min-Chynar village, Batken region",Kyrgyzstan,"Min-Chynar village, Batken region"
168370,Dabla Gomi,Georgia,Dabla Gomi
168396,Kvibisi,Georgia,Kvibisi
168488,"San Dionisio, Iloilo",Philippines,"San Dionisio, Iloilo"
168775,Tobokorgon village,Kyrgyzstan,Tobokorgon village
168838,Ninh Binh,Vietnam,Ninh Binh
168874,"San Jose, Quezon, Bukidnon",Philippines,"San Jose, Quezon, Bukidnon"
168931,Magnabougou,Mali,Magnabougou
168959,"Dumerbahal,Nuapada,Odisha",India,"Dumerbahal,Nuapada,Odisha"
169078,"Gitagum, Misamis Oriental",Philippines,"Gitagum, Misamis Oriental"
169081,J.Rumi,Tajikistan,J.Rumi
169097,Galapa-Atlántico,Colombia,Galapa-Atlántico
169208,Yamadibougou,Mali,Yamadibougou
169263,"Dansolihon, Misamis Oriental",Philippines,"Dansolihon, Misamis Oriental"
169332,Akhalabastumani,Georgia,Akhalabastumani
169385,"Calle Mora Arriba, Rio Nuevo",Costa Rica,"Calle Mora Arriba, Rio Nuevo"
169481,Chandkheda,India,Chandkheda
169536,"Kitaotao, Bukidnon",Philippines,"Kitaotao, Bukidnon"
169659,IDJWI,The Democratic Republic of the Congo,IDJWI
169664,Adipur,India,Adipur
169703,Bhachau,India,Bhachau
169948,Kathmandu,Nepal,Kathmandu
170047,Bolivar - Chiclayo - Lambayeque.,Peru,Bolivar - Chiclayo - Lambayeque.
170154,Chitipa,Malawi,Chitipa
170175,"Lal-lo, Cagayan",Philippines,"Lal-lo, Cagayan"
170208,Mzimba,Malawi,Mzimba
170209,Maros,Indonesia,Maros
170234,Karonga,Malawi,Karonga
170254,Rumphi,Malawi,Rumphi
170335,"Marracuru, Enrile, Cagayan",Philippines,"Marracuru, Enrile, Cagayan"
170360,"Imus, Cavite",Philippines,"Imus, Cavite"
170383,"Gattaran, Cagayan",Philippines,"Gattaran, Cagayan"
170517,Kungyangon,Myanmar (Burma),Kungyangon
170584,Arroyo Jabon,Mexico,Arroyo Jabon
170586,Fierro Viejo,Mexico,Fierro Viejo
170608,Palmares,Mexico,Palmares
170783,Tierra Amarilla,Mexico,Tierra Amarilla
170795,Cap-Haitien,Haiti,Cap-Haitien
170801,Xaloztoc,Mexico,Xaloztoc
170858,Totontepec,Mexico,Totontepec
170927,Balikpapan,Indonesia,Balikpapan
170944,Llano Grande,Mexico,Llano Grande
170945,Platanares,Mexico,Platanares
170972,Chiautzingo,Mexico,Chiautzingo
171055,Amatepec,Mexico,Amatepec
171061,Carenage-Cap-Haitien,Haiti,Carenage-Cap-Haitien
171128,"Gadu, Solana, Cagayan",Philippines,"Gadu, Solana, Cagayan"
171155,"Mesón de Ixtlahuac, Malinaltepec, Guerrero",Mexico,"Mesón de Ixtlahuac, Malinaltepec, Guerrero"
171182,El Carrizal,Mexico,El Carrizal
171220,Temporal,Mexico,Temporal
171297,Mejinistskali,Georgia,Mejinistskali
171347,"Bas-Limbe, Cap-Haitien",Haiti,"Bas-Limbe, Cap-Haitien"
171429,"Steung Treng Province, Steung Treng District",Cambodia,"Steung Treng Province, Steung Treng District"
171496,"Spring Valley, CA",United States,"Spring Valley, CA"
171532,Vashlevi,Georgia,Vashlevi
171556,Karakol,Kyrgyzstan,Karakol
171631,Khanyounis,Palestine,Khanyounis
171637,Komsomol village,Kyrgyzstan,Komsomol village
171717,Vorotan village of Sisian region,Armenia,Vorotan village of Sisian region
171749,"Umm Tuba, Jerusalem",Israel,"Umm Tuba, Jerusalem"
171756,"Jabel Mukaber, Jerusalem",Israel,"Jabel Mukaber, Jerusalem"
171757,Kadamzhai district,Kyrgyzstan,Kadamzhai district
171783,"Areni village, Vayots Dzor region",Armenia,"Areni village, Vayots Dzor region"
171918,Rio Grande,Mexico,Rio Grande
172002,Yucay - Urubamba - Cusco,Peru,Yucay - Urubamba - Cusco
172007,"Aruj village, Aragatsotn region",Armenia,"Aruj village, Aragatsotn region"
172068,Laguna Verde,Mexico,Laguna Verde
172165,"Yelpin village, Vayots dzor region",Armenia,"Yelpin village, Vayots dzor region"
172173,Silcam,Mexico,Silcam
172478,Areg village,Armenia,Areg village
172519,VILAQUE,Bolivia,VILAQUE
172784,Breman Esikuma,Ghana,Breman Esikuma
172875,Eastlands,Kenya,Eastlands
172906,Surabaya,Indonesia,Surabaya
173094,Sentani,Indonesia,Sentani
173155,"Igpit, Opol, Misamis Oriental",Philippines,"Igpit, Opol, Misamis Oriental"
173223,Kolokani,Mali,Kolokani
173385,Lachicocana,Mexico,Lachicocana
173535,Kurpuldek village,Kyrgyzstan,Kurpuldek village
173548,Zhanyayil village,Kyrgyzstan,Zhanyayil village
173571,"Mavati, San Felipe del Progresi",Mexico,"Mavati, San Felipe del Progresi"
173618,"Palmillas, San Felipe del Progreso",Mexico,"Palmillas, San Felipe del Progreso"
173654,"Carmona, San Jose del Rincon",Mexico,"Carmona, San Jose del Rincon"
173665,Corregimiento Juan Mina,Colombia,Corregimiento Juan Mina
173691,"Calakmul, Campeche",Mexico,"Calakmul, Campeche"
173703,"Imperial Beach, CA",United States,"Imperial Beach, CA"
173788,"Localidad Corrales, Acatlan de Perez Figueroa Oaxa",Mexico,"Localidad Corrales, Acatlan de Perez Figueroa Oaxa"
173794,"Steung Treng Province, Sieam Bouk District",Cambodia,"Steung Treng Province, Sieam Bouk District"
173801,"Santa Ana Nichi, San Felipe del Progreso",Mexico,"Santa Ana Nichi, San Felipe del Progreso"
173870,Progress village,Kyrgyzstan,Progress village
173932,"La Virgen, San Felipe del Progreso",Mexico,"La Virgen, San Felipe del Progreso"
174114,Kemin village,Kyrgyzstan,Kemin village
174119,Damiageurarkhi,Georgia,Damiageurarkhi
174217,Papan village,Kyrgyzstan,Papan village
174415,Pyapon,Myanmar (Burma),Pyapon
174416,Dhrangadhra,India,Dhrangadhra
174703,Mirnoe village,Kyrgyzstan,Mirnoe village
174709,Kaiyrma Aryk village,Kyrgyzstan,Kaiyrma Aryk village
174727,"Alashan village, Osh region",Kyrgyzstan,"Alashan village, Osh region"
174736,Pervomaiskoe village,Kyrgyzstan,Pervomaiskoe village
174746,"Kosh-Korgon village, Chui region",Kyrgyzstan,"Kosh-Korgon village, Chui region"
174751,"Milyanfan village, Chui region",Kyrgyzstan,"Milyanfan village, Chui region"
174803,Jany-Turmush village,Kyrgyzstan,Jany-Turmush village
174822,Zheerenchi village,Kyrgyzstan,Zheerenchi village
174857,Jabalia-Gaza Strip,Palestine,Jabalia-Gaza Strip
174937,Poltavka village,Kyrgyzstan,Poltavka village
175032,Kalygul village,Kyrgyzstan,Kalygul village
175034,"Catandica, Manica",Mozambique,"Catandica, Manica"
175047,Makarenko village,Kyrgyzstan,Makarenko village
175205,"Kainama village, Osh region",Kyrgyzstan,"Kainama village, Osh region"
175224,"Tuz-Bel village, Osh region",Kyrgyzstan,"Tuz-Bel village, Osh region"
175247,"Zhylandy village, Osh region",Kyrgyzstan,"Zhylandy village, Osh region"
175332,,Myanmar (Burma),
175413,Lentekhi,Georgia,Lentekhi
175547,KALEHE,The Democratic Republic of the Congo,KALEHE
175591,"Kampong Cham province, Chamka Leu district",Cambodia,"Kampong Cham province, Chamka Leu district"
175625,"La Lucha, Potrero Grande",Costa Rica,"La Lucha, Potrero Grande"
175660,Cutervo,Peru,Cutervo
175869,,Mali,
175986,"San Rafael, Platanares",Costa Rica,"San Rafael, Platanares"
176240,"Pallua Norte, Tuguegarao City",Philippines,"Pallua Norte, Tuguegarao City"
176339,"Dallao Cordon, Isabela",Philippines,"Dallao Cordon, Isabela"
176344,"Buk Toek Village, Preaek Brasab Commune, Preaek Br",Cambodia,"Buk Toek Village, Preaek Brasab Commune, Preaek Br"
176435,"Sasar Village, Thma Andoeurk Commune, Chetr Borei ",Cambodia,"Sasar Village, Thma Andoeurk Commune, Chetr Borei "
176649,"Tangub-Bolinsong, Bonifacio",Philippines,"Tangub-Bolinsong, Bonifacio"
176894,"Lunzu, Blantyre",Malawi,"Lunzu, Blantyre"
176975,Salima,Malawi,Salima
176982,"Erdik village,Osh region",Kyrgyzstan,"Erdik village,Osh region"
177038,"Bungad, San Pablo, Isabela",Philippines,"Bungad, San Pablo, Isabela"
177085,"Arashan village, Talas region",Kyrgyzstan,"Arashan village, Talas region"
177094,"DARLO, BALANGIR, ODISHA",India,"DARLO, BALANGIR, ODISHA"
177103,"Nanga Street, Bamenda",Cameroon,"Nanga Street, Bamenda"
177108,"Jimenez-Cagay-anon, Sinacaban, Misamis Occidental",Philippines,"Jimenez-Cagay-anon, Sinacaban, Misamis Occidental"
177111,Libres,Mexico,Libres
177118,"PENDRAPADAR, BALANGIR, ODISHA",India,"PENDRAPADAR, BALANGIR, ODISHA"
177121,Zafarobod,Tajikistan,Zafarobod
177253,"Moalboal, Cebu",Philippines,"Moalboal, Cebu"
177264,"Tusra, Balangir, Odisha",India,"Tusra, Balangir, Odisha"
177306,"Bafut, NW. Province",Cameroon,"Bafut, NW. Province"
177376,Fon's STREESTS,Cameroon,Fon's STREESTS
177404,"Prey Veng province, Bar Phnom district",Cambodia,"Prey Veng province, Bar Phnom district"
177520,Palangkaraya,Indonesia,Palangkaraya
177765,"SAGUNBHADI, NUAPADA, ODISHA",India,Odisha
177788,Rancho La Palma,Mexico,Rancho La Palma
177798,"SARDHAPUR, NUAPADA, ODISHA",India,"SARDHAPUR, NUAPADA, ODISHA"
177862,"Ayutapan village, Osh region",Kyrgyzstan,"Ayutapan village, Osh region"
177923,Arroyo Mexico,Mexico,Arroyo Mexico
177941,Arroyo Piedra,Mexico,Arroyo Piedra
177952,Rancho Viejo,Mexico,Rancho Viejo
177957,La Matilde,Mexico,La Matilde
177959,"Zhany-Turmush village, Osh region",Kyrgyzstan,"Zhany-Turmush village, Osh region"
178037,"Isabel, Leyte",Philippines,"Isabel, Leyte"
178129,"Artimet village, Armavir region",Armenia,"Artimet village, Armavir region"
178242,Kuldu village,Kyrgyzstan,Kuldu village
178276,Jaffa,Israel,Jaffa
178278,"Lusaghogh village, Ararat region",Armenia,"Lusaghogh village, Ararat region"
178282,"Sindangan-Lower Inuman, Sindangan, Zamboanga del N",Philippines,"Sindangan-Lower Inuman, Sindangan, Zamboanga del N"
178340,Zany-Konush village,Kyrgyzstan,Zany-Konush village
178348,"Deghdzut village, Ararat region",Armenia,"Deghdzut village, Ararat region"
178398,Bakurtsikhe,Georgia,Bakurtsikhe
178600,Pueblo Nuevo,Colombia,Pueblo Nuevo
178956,"Markaz village, Batken region",Kyrgyzstan,"Markaz village, Batken region"
179017,Acatlán,Mexico,Acatlán
179148,"Paxixil, Totonicapan",Guatemala,"Paxixil, Totonicapan"
179174,"Plaza Aparri, Cagayan",Philippines,"Plaza Aparri, Cagayan"
179260,"Agaman Sur, Baggao, Cagayan",Philippines,"Agaman Sur, Baggao, Cagayan"
179268,"Paruddun Sur Aparri, Cagayan",Philippines,"Paruddun Sur Aparri, Cagayan"
179283,"Lumbadzi, Lilongwe",Malawi,"Lumbadzi, Lilongwe"
179368,"San Miguel, Baggao, Cagayan",Philippines,"San Miguel, Baggao, Cagayan"
179829,Ganmukhuri,Georgia,Ganmukhuri
179963,"Pflugerville, Texas",United States,"Pflugerville, Texas"
180014,Giathaini,Kenya,Giathaini
180122,Kvaliti,Georgia,Kvaliti
180202,Salam - Alik village,Kyrgyzstan,Salam - Alik village
180307,Persati,Georgia,Persati
180348,"Brgy. Poblacion East, Lamut, Ifugao",Philippines,"Brgy. Poblacion East, Lamut, Ifugao"
180431,"Arsy village, Naryn region",Kyrgyzstan,"Arsy village, Naryn region"
180457,Rumichaca- Urubamba - Cusco,Peru,Rumichaca- Urubamba - Cusco
180507,Kavtiskhevi,Georgia,Kavtiskhevi
180509,Kurbu-Tash village,Kyrgyzstan,Kurbu-Tash village
180527,Ak-Tyuz village,Kyrgyzstan,Ak-Tyuz village
180547,"Bhadrak, Odisha",India,"Bhadrak, Odisha"
180839,"Kyzyl-Alay village, Osh region",Kyrgyzstan,"Kyzyl-Alay village, Osh region"
180997,"Liwan Sur, Enrile, Cagayan",Philippines,"Liwan Sur, Enrile, Cagayan"
181019,"Osoaviahim village, Osh region",Kyrgyzstan,"Osoaviahim village, Osh region"
181040,"Larena-Sabang, Larena, Siquijor",Philippines,"Larena-Sabang, Larena, Siquijor"
181169,"Larena-Tacdog, Siquijor, Siquijor",Philippines,"Larena-Tacdog, Siquijor, Siquijor"
181395,"Tangub-P4 Labuyo, Tangub City",Philippines,"Tangub-P4 Labuyo, Tangub City"
181409,Mallasa,Bolivia,Mallasa
181422,"Azacualpita, intibuca",Honduras,"Azacualpita, intibuca"
181475,"Hindol Road, Odisha",India,"Hindol Road, Odisha"
181481,"Linglingay, Cauayan CIty, Isabela",Philippines,"Linglingay, Cauayan CIty, Isabela"
181488,Soweto,South Africa,Soweto
181669,"Kratie Province, Ang Snuol district",Cambodia,"Kratie Province, Ang Snuol district"
181727,Lombok Timur,Indonesia,Lombok Timur
181859,Bazaleti,Georgia,Bazaleti
181875,Tangub - Aquino,Philippines,Tangub - Aquino
181982,"Minanga Proper, Angadanan, Isabela",Philippines,"Minanga Proper, Angadanan, Isabela"
182290,Bethlehm-West Bank,Palestine,Bethlehm-West Bank
182474,Tamale,Ghana,Tamale
182492,Guaduas,Colombia,Guaduas
182574,Nazarlo,Georgia,Nazarlo
182600,Mikhailovka village,Kyrgyzstan,Mikhailovka village
182676,"Montebello, Leyte",Philippines,"Montebello, Leyte"
182709,"Jimenez-Dullan, Aloran, Misamis Occidental",Philippines,"Jimenez-Dullan, Aloran, Misamis Occidental"
182738,"Jimenez-Mobod, Oroquieta City, Misamis Occidental",Philippines,"Jimenez-Mobod, Oroquieta City, Misamis Occidental"
182742,"PIPALDANI, BALANGIR, ODISHA",India,"PIPALDANI, BALANGIR, ODISHA"
182795,"Kratie Province, Kratie District",Cambodia,"Kratie Province, Kratie District"
182854,"Balacbac Hucab, Kiangan, Ifugao",Philippines,"Balacbac Hucab, Kiangan, Ifugao"
182956,Connecticut,United States,Connecticut
182964,Sobissi,Georgia,Sobissi
183035,Carmen,Ecuador,Carmen
183062,"Osor village, Osh region",Kyrgyzstan,"Osor village, Osh region"
183072,manatuto,Timor-Leste,manatuto
183092,Goroko,Mali,Goroko
183168,Kichi-Kemin village,Kyrgyzstan,Kichi-Kemin village
183205,"San Miguel Dueñas, Sacatepéquez",Guatemala,"San Miguel Dueñas, Sacatepéquez"
183243,Giulbakhi,Georgia,Giulbakhi
183321,Skuri,Georgia,Skuri
183404,Alambari,Georgia,Alambari
183473,"Chech-Dobo village, Talas region",Kyrgyzstan,"Chech-Dobo village, Talas region"
183474,Joosh village,Kyrgyzstan,Joosh village
183513,Kydyrsha village,Kyrgyzstan,Kydyrsha village
183564,"Liloy-Overview, Liloy, Zamboanga Del Norte",Philippines,"Liloy-Overview, Liloy, Zamboanga Del Norte"
183572,Sary-Tologoy village,Kyrgyzstan,Sary-Tologoy village
183626,"Ozamis-P4 Gango, Ozamiz City, Mindanao",Philippines,"Ozamis-P4 Gango, Ozamiz City, Mindanao"
183644,"Liloy-Poblacion Titay, Zamboanga Sibugay",Philippines,"Liloy-Poblacion Titay, Zamboanga Sibugay"
183679,Ozamis-Cotta ,Philippines,Ozamis-Cotta 
183851,Cala Cala,Bolivia,Cala Cala
183878,"Kun-Elek village, Osh region",Kyrgyzstan,"Kun-Elek village, Osh region"
183924,Diambala,Mali,Diambala
183931,Malvern,South Africa,Malvern
183974,"Pagadian-Napolan,  Pagadian City, Philippines",Philippines,"Pagadian-Napolan,  Pagadian City, Philippines"
183985,"Zhoi-Belent village, Jalalabat region",Kyrgyzstan,"Zhoi-Belent village, Jalalabat region"
183991,Kokrobitey,Ghana,Kokrobitey
183994,Pedernales,Ecuador,Pedernales
184035,Tiakadougou-Faraba,Mali,Tiakadougou-Faraba
184091,Kobuleti,Georgia,Kobuleti
184103,Atsana,Georgia,Atsana
184135,Daman,Mali,Daman
184168,"Tangub-Sta. Maria, Tangub City, Mindanao",Philippines,"Tangub-Sta. Maria, Tangub City, Mindanao"
184169,"Ak-Tal village, Naryn region",Kyrgyzstan,"Ak-Tal village, Naryn region"
184222,Simidji,Mali,Simidji
184238,"Zapalak village, Osh region",Kyrgyzstan,"Zapalak village, Osh region"
184300,Tash-Bulak village,Kyrgyzstan,Tash-Bulak village
184310,Dneprovka,Ukraine,Dneprovka
184337,Senga hill - Mbala,Zambia,Senga hill - Mbala
184371,Chiriquí,Panama,Chiriquí
184378,"Alibago, Enrile",Philippines,"Alibago, Enrile"
184387,Khutsubani,Georgia,Khutsubani
184415,Thomonde,Haiti,Thomonde
184593,Calliaqua,Saint Vincent and the Grenadines,Calliaqua
184640,Verin Dvin village,Armenia,Verin Dvin village
184723,Pinjikent,Tajikistan,Pinjikent
184749,Chuquibamba,Peru,Chuquibamba
184857,"Adenta, Accra",Ghana,"Adenta, Accra"
184877,Laboule,Haiti,Laboule
184933,Zhylamysh village,Kyrgyzstan,Zhylamysh village
184984,Kldistskaro,Georgia,Kldistskaro
185044,"Damnak Sasar Village, Thma Andoeurk Commune, Chetr",Cambodia,"Damnak Sasar Village, Thma Andoeurk Commune, Chetr"
185159,"Agbogba, Accra",Ghana,"Agbogba, Accra"
185269,"Romarate, Aurora, ZDS",Philippines,"Romarate, Aurora, ZDS"
185352,"Suerres, Jimenez, Pococí",Costa Rica,"Suerres, Jimenez, Pococí"
185428,Zhar-Bashy village,Kyrgyzstan,Zhar-Bashy village
185458,,Madagascar,
185485,Antananarivo,Madagascar,Antananarivo
185528,"Brgy. Roxas, Solano, Nueva Vizcaya",Philippines,"Brgy. Roxas, Solano, Nueva Vizcaya"
185536,Bubiashie,Ghana,Bubiashie
185549,"Lusashogh village, Ararat region",Armenia,"Lusashogh village, Ararat region"
185563,"Trampa Chica, San Jose del Rincon",Mexico,"Trampa Chica, San Jose del Rincon"
185564,"Mayorazgo, San Felipe del Progreso",Mexico,"Mayorazgo, San Felipe del Progreso"
185585,San Jerónimo Tecuanipan,Mexico,San Jerónimo Tecuanipan
185595,Bazarkorgon village,Kyrgyzstan,Bazarkorgon village
185623,"Erkin-Too village, Osh region",Kyrgyzstan,"Erkin-Too village, Osh region"
185628,Assin Akonfudi,Ghana,Assin Akonfudi
185629,lower lodiong tambulig zambo.sur,Philippines,lower lodiong tambulig zambo.sur
185704,Poroy - Cusco - Cusco,Peru,Poroy - Cusco - Cusco
185744,Kara-Bulak village,Kyrgyzstan,Kara-Bulak village
185926,Gabunon Tambul;ig ZDS,Philippines,Gabunon Tambul;ig ZDS
185960,"La soledad, San Jose del Rincon",Mexico,"La soledad, San Jose del Rincon"
186007,Bahia de Caraquez,Ecuador,Bahia de Caraquez
186008,Sindangan-Disud,Philippines,Sindangan-Disud
186011,"Brgy. Roxas,Solano,Nueva Vizcaya",Philippines,"Brgy. Roxas,Solano,Nueva Vizcaya"
186027,Dedaye,Myanmar (Burma),Dedaye
186048,"Annabuculan, Amulung, Cagayan",Philippines,"Annabuculan, Amulung, Cagayan"
186163,"Sindangan-Delusom, Leon B. Postigo",Philippines,"Sindangan-Delusom, Leon B. Postigo"
186182,Sindangan-Dapaon,Philippines,Sindangan-Dapaon
186245,"SINDANGAN-DISUD, SINDANGAN, ZAMBOANGA DEL NORTE",Philippines,"SINDANGAN-DISUD, SINDANGAN, ZAMBOANGA DEL NORTE"
186259,Malovodnoe village,Kyrgyzstan,Malovodnoe village
186303,Kara-Koo village,Kyrgyzstan,Kara-Koo village
186327,"Plaridel-Manguehan,Lopez Jaena, Misamis Occidental",Philippines,"Plaridel-Manguehan,Lopez Jaena, Misamis Occidental"
186339,"Sindangan-Leon B. Postigo, Zamboanga del Norte",Philippines,"Sindangan-Leon B. Postigo, Zamboanga del Norte"
186369,Yasso,Mali,Yasso
186380,"Brgy. Quirino, Solano, Nueva Vizcaya",Philippines,"Brgy. Quirino, Solano, Nueva Vizcaya"
186407,"Sindangan-Maras, Sindangan, Zamboanga del Norte",Philippines,"Sindangan-Maras, Sindangan, Zamboanga del Norte"
186505,"Ak-Bashat village, Talas region",Kyrgyzstan,"Ak-Bashat village, Talas region"
186572,Bokonbaevo village,Kyrgyzstan,Bokonbaevo village
186597,"Kakyr village, Osh region",Kyrgyzstan,"Kakyr village, Osh region"
186628,"Nariman village, Osh region",Kyrgyzstan,"Nariman village, Osh region"
186629,Saidykum village,Kyrgyzstan,Saidykum village
186671,"PATHARLA, BALANGIR, ODISHA",India,"PATHARLA, BALANGIR, ODISHA"
186672,"PIPALPADAR, BALANGIR, ODISHA",India,"PIPALPADAR, BALANGIR, ODISHA"
186735,Homa Bay,Kenya,Homa Bay
186772,"Concepción, Pilas, Buenos Aires",Costa Rica,"Concepción, Pilas, Buenos Aires"
186939,Ak-Kiya village,Kyrgyzstan,Ak-Kiya village
187014,"Silanga, Tangub City",Philippines,"Silanga, Tangub City"
187033,Sagnarigu Kukoo,Ghana,Sagnarigu Kukoo
187048,Nkhatabay,Malawi,Nkhatabay
187119,Paramaribo,Suriname,Paramaribo
187447,Kadjisay village,Kyrgyzstan,Kadjisay village
187478,"Bremang, Twifo Lower Denkyira District",Ghana,"Bremang, Twifo Lower Denkyira District"
187544,"Ilusion Los Lobos, San Jose del Rincon",Mexico,"Ilusion Los Lobos, San Jose del Rincon"
187668,Zhashtyk village,Kyrgyzstan,Zhashtyk village
187687,"Concepcion del Monte, San Jose del Rincon.",Mexico,"Concepcion del Monte, San Jose del Rincon."
187771,Sary-Bulun village,Kyrgyzstan,Sary-Bulun village
187916,"Rancheria, San Jose del Rincon",Mexico,"Rancheria, San Jose del Rincon"
187961,"Liloy-Villa C. Sudiacal, Liloy, Zamboanga del Nort",Philippines,"Liloy-Villa C. Sudiacal, Liloy, Zamboanga del Nort"
187964,Joma,Ghana,Joma
187981,Sindangan-Binuangan ,Philippines,Sindangan-Binuangan 
188056,Lambalo,Georgia,Lambalo
188132,Nima,Ghana,Nima
188182,Croix-des-Bouquets,Haiti,Croix-des-Bouquets
188265,Kvirike,Georgia,Kvirike
188298,"Mazer,Quartier Morin",Haiti,"Mazer,Quartier Morin"
188334,Cholponata village,Kyrgyzstan,Cholponata village
188462,"Liloy-San Isidro, Liloy, Zamboanga del Norte",Philippines,"Liloy-San Isidro, Liloy, Zamboanga del Norte"
